condition,objectSide,handUsed,blockNumber,density,width(cm),completionTime(ms),errorCount
actualWalkTwo,,,81,0,0,0,0

actualWalkTwo,,,82,0,0,0,0

actualWalkTwo,,,83,0,0,0,0

actualWalkTwo,,,84,0,0,0,0

actualWalkTwo,,,85,0,0,0,0

actualWalkTwo,,,86,0,0,0,0

actualWalkTwo,,,87,0,0,0,0

actualWalkTwo,,,88,0,0,0,0

actualWalkTwo,,,89,0,0,0,0

actualWalkTwo,,,90,0,0,0,0

actualWalkTwo,,,91,0,0,0,0

actualWalkTwo,,,92,0,0,0,0

actualWalkTwo,,,93,0,0,0,0

actualWalkTwo,,,94,0,0,0,0

actualWalkTwo,,,95,0,0,0,0

actualWalkTwo,,,96,0,0,0,0

actualWalkTwo,,,97,0,0,0,0

actualWalkTwo,,,98,0,0,0,0

actualWalkTwo,,,99,0,0,0,0

actualWalkTwo,,,100,0,0,0,0

actualWalkTwo,,,101,0,0,0,0

actualWalkTwo,,,102,0,0,0,0

actualWalkTwo,,,103,0,0,0,0

actualWalkTwo,,,104,0,0,0,0

actualWalkTwo,,,105,0,0,0,0

actualWalkTwo,,,106,0,0,0,0

actualWalkTwo,,,107,0,0,0,0

actualWalkTwo,,,108,0,0,0,0

actualWalkTwo,,,109,0,0,0,0

actualWalkTwo,,,110,0,0,0,0

actualWalkTwo,,,111,0,0,0,0

actualWalkTwo,,,112,0,0,0,0

actualWalkTwo,,,113,0,0,0,0

actualWalkTwo,,,114,0,0,0,0

actualWalkTwo,,,115,0,0,0,0

actualWalkTwo,,,116,0,0,0,0

actualWalkTwo,,,117,0,0,0,0

actualWalkTwo,,,118,0,0,0,0

actualWalkTwo,,,119,0,0,0,0

actualWalkTwo,,,120,0,0,0,0

actualWalkTwo,,,121,0,0,0,0

actualWalkTwo,,,122,0,0,0,0

actualWalkTwo,,,123,0,0,0,0

actualWalkTwo,,,124,0,0,0,0

actualWalkTwo,,,125,0,0,0,0

actualWalkTwo,,,126,0,0,0,0

actualWalkTwo,,,127,0,0,0,0

actualWalkTwo,,,128,0,0,0,0

actualWalkTwo,,,129,0,0,0,0

actualWalkTwo,,,130,0,0,0,0

actualWalkTwo,,,131,0,0,0,0

actualWalkTwo,,,132,0,0,0,0

actualWalkTwo,,,133,0,0,0,0

actualWalkTwo,,,134,0,0,0,0

actualWalkTwo,,,135,0,0,0,0

actualWalkTwo,,,136,0,0,0,0

actualWalkTwo,,,137,0,0,0,0

actualWalkTwo,,,138,0,0,0,0

actualWalkTwo,,,139,0,0,0,0

actualWalkTwo,,,140,0,0,0,0

actualWalkTwo,,,141,0,0,0,0

actualWalkTwo,,,142,0,0,0,0

actualWalkTwo,,,143,0,0,0,0

actualWalkTwo,,,144,0,0,0,0

actualWalkTwo,,,145,0,0,0,0

actualWalkTwo,,,146,0,0,0,0

actualWalkTwo,,,147,0,0,0,0

actualWalkTwo,,,148,0,0,0,0

actualWalkTwo,,,149,0,0,0,0

actualWalkTwo,,,150,0,0,0,0

actualWalkTwo,,,151,0,0,0,0

actualWalkTwo,,,152,0,0,0,0

actualWalkTwo,,,153,0,0,0,0

actualWalkTwo,,,154,0,0,0,0

actualWalkTwo,,,155,0,0,0,0

actualWalkTwo,,,156,0,0,0,0

actualWalkTwo,,,157,0,0,0,0

actualWalkTwo,,,158,0,0,0,0

actualWalkTwo,,,159,0,0,0,0

actualWalkTwo,,,160,0,0,0,0

actualWalkTwo,,,161,0,0,0,0

actualWalkTwo,,,162,0,0,0,0

actualWalkTwo,,,163,0,0,0,0

actualWalkTwo,,,164,0,0,0,0

actualWalkTwo,,,165,0,0,0,0

actualWalkTwo,,,166,0,0,0,0

actualWalkTwo,,,167,0,0,0,0

actualWalkTwo,,,168,0,0,0,0

actualWalkTwo,,,169,0,0,0,0

actualWalkTwo,,,170,0,0,0,0

actualWalkTwo,,,171,0,0,0,0

actualWalkTwo,,,172,0,0,0,0

actualWalkTwo,,,173,0,0,0,0

actualWalkTwo,,,174,0,0,0,0

actualWalkTwo,,,175,0,0,0,0

actualWalkTwo,,,176,0,0,0,0

actualWalkTwo,,,177,0,0,0,0

actualWalkTwo,,,178,0,0,0,0

actualWalkTwo,,,179,0,0,0,0

actualWalkTwo,,,180,0,0,0,0

actualWalkTwo,,,181,0,0,0,0

actualWalkTwo,,,182,0,0,0,0

actualWalkTwo,,,183,0,0,0,0

actualWalkTwo,,,184,0,0,0,0

actualWalkTwo,,,185,0,0,0,0

actualWalkTwo,,,186,0,0,0,0

actualWalkTwo,,,187,0,0,0,0

actualWalkTwo,,,188,0,0,0,0

actualWalkTwo,,,189,0,0,0,0

actualWalkTwo,,,190,0,0,0,0

actualWalkTwo,,,191,0,0,0,0

actualWalkTwo,,,192,0,0,0,0

actualWalkTwo,,,193,0,0,0,0

actualWalkTwo,,,194,0,0,0,0

actualWalkTwo,,,195,0,0,0,0

actualWalkTwo,,,196,0,0,0,0

actualWalkTwo,,,197,0,0,0,0

actualWalkTwo,,,198,0,0,0,0

actualWalkTwo,,,199,0
